NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-3185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;K;2022;Não;7.195.372.592.592.590;431;64;5;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;8.500.020.000.000.000;9.296.296.296.296.290;7,5;6,00;4;8;;3;6,25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.055.556.666.666.660;5;Fase 3 (7º e 8º ano)
ALUNO-3186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;D;2019;Não;6.605.761.359.666.910;625;108;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;9.000.020.000.000.000;6.966.300.131.667.910;7,5;4,50;3;6;;3;6.458.333.333.333.330;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7.499.996.666.666.660;5;Fase 3 (7º e 8º ano)
ALUNO-3187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;V;2022;Não;7.874.720.643.467.640;178;48;2;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;9.000.020.000.000.000;8.217.338.217.338.210;7,5;7,75;9,6;5,9;;2;53.125;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.500.005;10;ALFA  (2º e 3º ano)
ALUNO-3189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;D;2022;Não;7.535.415;296;5;4;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;708.333;10;6,25;7,75;9;6,5;;4;71.875;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase atual;Sim;Não;716.666;5;Fase 8 (UniversitÃ¡rios)
ALUNO-3192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;A;2022;Não;7.576.481.298.701.290;283;77;5;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;7.916.679.999.999.990;816.017.316.017.316;7,5;7,60;6;9;;3;6,25;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Sim;8.722.226.666.666.660;5;Fase 2 (5º e 6º ano)
ALUNO-3193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;G;2021;Não;6.730.834.666.666.660;575;161;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;8.000.020.000.000.000;5.925.000.000.000.000;7,5;7,50;7;8;;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;708.333;5;Fase 1 (4º ano)
ALUNO-3194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;B;2022;Não;71.010.415;455;56;6;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;833.334;8,75;7,5;5,00;4;6;;4;734.375;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;51.666.625;10;Fase 3 (7º e 8º ano)
ALUNO-3196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;N;2022;Não;8.063.890.666.666.660;127;30;2;Topázio;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;950.002;9;7,5;7,25;6,5;8;;3;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.277.776.666.666.660;10;Fase 1 (4º ano)
ALUNO-3197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;N;2022;Não;7.484.593.745.480.250;317;93;2;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;950.002;8.422.963.727.401.290;7,5;6,00;6;6;;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6.999.995;10;ALFA  (2º e 3º ano)
ALUNO-3198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;K;2021;Sim;871.196.797.863.248;15;6;1;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;833.334;9.615.384.615.384.610;7,5;8,70;8;8;10;4;7,5;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;8.500.007.499.999.990;10;Fase 5 (1º EM)
ALUNO-3199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;P;2019;Sim;7.815.768.210.526.310;198;18;2;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;833.334;9.201.754.385.964.910;6.875;7,80;9;7,5;7.099.999.999.999.990;4;78.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;9,25;2,5;Fase 7 (3º EM)
ALUNO-3200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;K;2021;Não;7.498.492.675.990.670;312;21;4;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;708.334;9.213.286.713.286.710;5.625;6,40;7;6;6,4;4;7,5;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Sim;9.208.340.000.000.000;5;Fase 7 (3º EM)
ALUNO-3201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;F;2022;Não;6.306.945.444.444.440;686;165;9;Ágata;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;950.002;972.222.222.222.222;5.625;3,25;1;5,5;;2;5;Mantido na Fase atual;Promovido de Fase;;;Não;Não;5.999.995;5;Fase 2 (5º e 6º ano)
ALUNO-3202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;G;2021;Não;4.786.323.286.324.780;835;135;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;0;5.799.679.487.179.480;5.625;3,40;1;5,5;3,5;4;7,5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;56.249.925;5;Fase 5 (1º EM)
ALUNO-3203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;A;2018;Sim;7.628.620.754.385.960;261;33;8;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;1.000.002;9.736.842.105.263.150;5;7,16;6;7;8;4;78.125;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Não;Não;7.333.335;5;Fase 4 (9º ano)
ALUNO-3204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;B;2018;Sim;828.217.875.925.926;64;8;2;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;833.334;9.056.712.962.962.960;8,75;8,60;8;8;10;3;6.458.333.333.333.330;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;;Não;Sim;94.166.775;5;Fase 6 (2º EM)
ALUNO-3206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;K;2019;Sim;8.815.164.203.703.700;10;1;1;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;916.668;9.907.407.407.407.400;6,25;9,10;10;8;9;4;828.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Não;Não;8.208.337.499.999.990;10;Fase 3 (7º e 8º ano)
ALUNO-3211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Y;2022;Não;7.369.327.063.492.060;371;112;8;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;8.500.020.000.000.000;8.317.460.317.460.310;7,5;9,05;10;8.266.666.666.666.660;;2;3.125;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.416.665;5;Fase 1 (4º ano)
ALUNO-3212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;B;2019;Não;7.367.519.229.847.490;372;23;9;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;708.333;8.088.984.204.793.020;8.125;7,40;5;8;9.433.333.333.333.330;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;;Sim;Não;82.500.025;5;Fase 6 (2º EM)
ALUNO-3214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;B;2022;Não;828.325.764.036.921;63;7;1;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;7,5;8.683.646.812.957.150;7,5;7,80;8;8;8;4;84.375;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;81.250.025;10;Fase 4 (9º ano)
ALUNO-3217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;D;2019;Não;5.604.466.564.270.150;774;115;8;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;708.333;4.647.331.154.684.090;7,5;6,10;5;7,5;6;4;5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;491.667;5;Fase 5 (1º EM)
ALUNO-3220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;M;2022;Não;6.921.727.523.809.520;520;147;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;1.000.002;6.785.714.285.714.280;5;8,00;9;7;;2;53.125;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;708.333;5;Fase 1 (4º ano)
ALUNO-3226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;G;2018;Não;7.181.471.298.245.610;436;111;3;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;9.000.020.000.000.000;8.771.929.824.561.400;5;6,40;5;8;;2;59.375;Promovido de Fase;Promovido de Fase;;;Não;Não;8,25;5;Fase 2 (5º e 6º ano)
ALUNO-3227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;L;2021;Não;6.797.050.461.511.660;556;49;10;Ágata;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;875.001;7.850.182.863.113.890;5.625;6,70;6,5;6;7.399.999.999.999.990;4;640.625;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6.499.995;5;Fase 5 (1º EM)
ALUNO-3228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;B;2022;Não;8.143.057.777.777.770;102;14;2;Topázio;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;1.000.002;9.055.555.555.555.550;7,5;7,00;6;8;;3;6.041.666.666.666.660;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.888.890.000.000.000;10;Fase 2 (5º e 6º ano)
ALUNO-3229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;E;2022;Não;6.050.593.571.428.570;718;101;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;791.667;7.357.142.857.142.850;7,5;3,75;3;4,5;;4;6.875;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;549.999;5;Fase 4 (9º ano)
ALUNO-3230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;L;2022;Não;7.216.203.925.925.920;422;108;9;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;783.334;962.962.962.962.963;7,5;6,25;3;9,5;;3;5.625;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.222.219.999.999.990;5;Fase 2 (5º e 6º ano)
ALUNO-3231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;G;2021;Não;7.973.275.077.441.070;149;41;2;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;950.002;8.053.872.053.872.050;7,5;7,50;8;7;;2;5.625;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;791.666;10;ALFA  (2º e 3º ano)
ALUNO-3232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;B;2019;Não;5.562.542.284.489.450;778;71;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;0;6.168.615.866.891.720;7,5;5,50;7;7;3;4;734.375;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Sim;Não;6.166.665;5;Fase 5 (1º EM)
ALUNO-3235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;A;2019;Sim;7.875.768.381.520.720;177;7;7;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;916.668;900.661.079.649.251;6.875;6,80;8,5;4.266.666.666.666.660;7.766.666.666.666.660;4;8.125;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;8.944.446.666.666.660;5;Fase 7 (3º EM)
ALUNO-3237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;L;2018;Não;6.775.990.920.062.690;562;50;11;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;833.334;7.333.072.100.313.470;5.625;6,50;5;6,5;8;4;671.875;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;72.083.375;5;Fase 6 (2º EM)
ALUNO-3238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;V;2022;Não;7.300.023.367.521.360;395;115;5;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;8.500.020.000.000.000;8.504.273.504.273.500;7,5;7,10;8.566.666.666.666.660;5,8;;2;5.625;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7,5;5;Fase 2 (5º e 6º ano)
ALUNO-3239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;D;2022;Não;6.944.792.333.333.330;508;9;6;Ágata;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;958.335;9;7,5;3,75;7;0,5;;4;703.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Sim;Não;7.249.995;5;Fase 8 (UniversitÃ¡rios)
ALUNO-3241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;B;2019;Não;6.926.393.898.268.390;516;42;7;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;666.667;6.449.675.324.675.320;7,5;6,60;6;5;9;4;828.125;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;77.916.675;5;Fase 5 (1º EM)
ALUNO-3243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;I;2019;Não;7.184.480.244.200.240;435;66;4;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;8.000.020.000.000.000;8.887.667.887.667.880;7,5;3,50;2;5;;3;6.458.333.333.333.330;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.555.556.666.666.660;10;Fase 2 (5º e 6º ano)
ALUNO-3244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;M;2020;Não;7.180.380.522.045.850;438;112;9;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;891.668;827.689.594.356.261;7,5;6,60;7;6,5;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
ALUNO-3245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;F;2022;Não;7.502.992.564.102.560;308;46;6;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;641.668;9.487.179.487.179.480;5;7,25;6,5;8;;3;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6.944.443.333.333.330;10;Fase 2 (5º e 6º ano)
ALUNO-3246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;H;2019;Não;6.281.145.375.891.420;691;167;7;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;950.002;6.009.891.879.457.090;7,5;4,75;4;5;;2;5.625;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6.833.325;5;Fase 2 (5º e 6º ano)
ALUNO-3247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;F;2019;Sim;863.847.438.888.889;24;3;1;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;833.334;9.895.833.333.333.330;5.625;7,90;10;8;6,4;4;78.125;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;95.000.075;10;Fase 3 (7º e 8º ano)
ALUNO-3250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;A;2019;Sim;4.949.617.787.439.610;825;18;18;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;0;5.366.847.826.086.950;5;5,80;2;5,3;10;4;65.625;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Não;Não;5.222.213.333.333.330;5;Fase 7 (3º EM)
ALUNO-3252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;A;2017;Sim;8.523.222.128.427.120;31;4;4;Topázio;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;916.668;8.940.746.753.246.750;7,5;8,50;9;7;10;4;890.625;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;9.833.343.333.333.330;5;Fase 7 (3º EM)
ALUNO-3253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;J;2022;Não;7.064.253.429.951.690;466;119;10;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;1.000.002;9.015.700.483.091.780;7,5;4,90;4;5,5;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7.222.223.333.333.330;5;Fase 2 (5º e 6º ano)
ALUNO-3255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;L;2022;Não;6.646.760.592.592.590;607;102;14;Ágata;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;841.668;962.962.962.962.963;7,5;2,25;0,5;4;;3;6.458.333.333.333.330;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
ALUNO-3256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;P;2022;Não;6.142.593.037.037.030;703;129;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;0;6.018.518.518.518.510;7,5;7,00;6;8;;3;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8.111.113.333.333.330;5;Fase 3 (7º e 8º ano)
ALUNO-3257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;J;2019;Não;7.455.557.555.555.550;333;87;7;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;8.500.020.000.000.000;9.444.444.444.444.440;7,5;7,00;6;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7;5;Fase 3 (7º e 8º ano)
ALUNO-3258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;R;2021;Não;7.886.571.512.820.510;175;47;4;Ametista;Destaque: A sua boa entrega das lições de casa,;Destaque: As suas boas notas na Passos Mágicos,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;8.500.020.000.000.000;9.097.435.897.435.890;5;9,60;9,7;9.533.333.333.333.330;;2;34.375;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7.249.995;10;ALFA  (2º e 3º ano)
ALUNO-3260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;U;2022;Não;7.475.002.333.333.330;326;85;5;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;9.000.020.000.000.000;10;7,5;6,00;5;7;;2;6,25;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7.833.335;5;Fase 2 (5º e 6º ano)
ALUNO-3261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;A;2022;Não;7.461.113.333.333.330;329;86;7;Ametista;Destaque: A sua boa entrega das lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Destaque: A sua boa integrações aos Princípios Passos Mágicos,;750.002;10;7,5;7,00;6;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7.722.223.333.333.330;5;Fase 2 (5º e 6º ano)
ALUNO-3262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;M;2022;Não;4.733.141.106.060.600;838;136;15;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;541.665;453.030.303.030.303;7,5;2,50;5;0;;4;59.375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;47.083.275;5;Fase 4 (9º ano)
ALUNO-3266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;M;2019;Não;6.929.611.095.238.090;514;66;4;Ágata;Melhorar: Melhorar a sua entrega de lições de casa,;Melhorar: Empenhar-se mais nas aulas e avaliações,;Melhorar: Integrar-se mais aos Princípios Passos Mágicos,;791.667;7.413.690.476.190.470;6.875;5,00;7;5,5;3;4;734.375;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Sim;Não;6.166.655;10;Fase 3 (7º e 8º ano)
