NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020
ALUNO-123;Escola Pública;10;1;1E;Não;659.278;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;5.2;6.875;5;8.541.666.666.666.660;8.055.556.666.666.660;5
ALUNO-124;Escola Pública;14;4;4B;Não;8.845.558.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;958.335;9.7;7.5;8.333.333.333.333.330;8.749.999.999.999.990;8.277.783.333.333.330;10
ALUNO-125;Rede Decisão/União;11;2;2G;Não;7.849.446.666.666.660;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;7.4;5.625;7.5;8.125;8.222.223.333.333.330;10
ALUNO-126;Escola Pública;15;0;3L;Não;5.981.250.166.666.660;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;3;7.5;6.333.333.333.333.330;78.125;60.416.625;5
ALUNO-127;Escola Pública;10;1;1H;Não;5.890.556;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;733.334;7.8;7.5;0;7.916.666.666.666.660;7.777.776.666.666.660;5
ALUNO-128;Rede Decisão/União;14;4;3G;Não;50.047.223.333.333.300;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;875.001;6.1;4.375;23.333.333.333.333.300;5.833.333.333.333.330;4.611.106.666.666.660;5
ALUNO-129;Escola Pública;16;1;6C;Não;59.597.921.666.666.600;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;833.334;3.7;5;4.333.333.333.333.330;703.125;65.833.325;10
ALUNO-130;Rede Decisão/União;12;1;3B;Não;8.125.001.833.333.330;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.333.350.000.000.000;9;7.5;7.666.666.666.666.660;7.5;72.916.675;10
ALUNO-131;Escola Pública;13;1;2H;Não;6.492.502;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.4;5;4;5.625;7.75;5
ALUNO-132;Escola Pública;11;3;1G;Não;7.285.002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;8.8;6.25;9.5;2.5;6.75;5
ALUNO-133;Escola Pública;11;2;1G;Não;6.707.085.000.000.000;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.000.020.000.000.000;7.4;6.25;5.5;71.875;6.916.665;5
ALUNO-134;Escola Pública;10;1;1J;Não;76.391.686.666.666.600;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;9.500.020.000.000.000;8.3;6.875;8;7.083.333.333.333.330;7.666.666.666.666.660;5
ALUNO-135;Escola Pública;9;1;1N;Não;8.575.835.333.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;8.500.020.000.000.000;8.9;7.5;10;7.291.666.666.666.660;7.333.333.333.333.330;10
ALUNO-136;Rede Decisão/União;17;1;7B;Sim;8.753.335.833.333.330;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos;Seu destaque em 2020: A sua boa integrações aos Princípios Passos Mágicos;916.668;9.1;7.5;7.666.666.666.666.660;8.75;92.916.725;10
ALUNO-137;Escola Pública;16;0;3A;Não;7.251.668.666.666.660;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos;916.668;8.8;7.5;6.333.333.333.333.330;7.5;779.167;2.5
