NOME;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021
ALUNO-893;1.0;R;Escola Pública;Veterano;Ametista;7.579;10.0;7.5;7.5;7.3;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.7;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-894;;;;;;;;;;;;;;;;;;;;
ALUNO-895;1.0;A;Escola Pública;Ingressante;Ametista;7.639;10.0;9.2;7.5;5.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-896;2.0;R;Escola Pública;Veterano;Quartzo;3.524;0.0;1.7;5.6;2.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-897;0.0;I;Escola Pública;Veterano;Ametista;6.898;8.5;10.0;4.4;6.1;5.3;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.8;5.0;Nível 1 (4o ano);-1.0
ALUNO-898;;;;;;;;;;;;;;;;;;;;
ALUNO-899;3.0;A;Escola Pública;Ingressante;Ametista;8.036;8.8;8.9;7.5;7.5;8.3;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não avaliado;Sim;9.0;5.0;Nível 4 (9o ano);-1.0
ALUNO-900;;;;;;;;;;;;;;;;;;;;
ALUNO-901;5.0;F;Escola Pública;Veterano;Ágata;6.532;9.6;6.7;5.0;4.9;7.7;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não;7.5;5.0;Nível 7 (3o EM);-2.0
ALUNO-902;;;;;;;;;;;;;;;;;;;;
ALUNO-903;;;;;;;;;;;;;;;;;;;;
ALUNO-904;2.0;I;Escola Pública;Veterano;Ágata;5.674;7.5;6.3;5.0;4.3;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.7;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-905;0.0;L;Escola Pública;Ingressante;Ametista;7.196;9.0;8.3;7.5;4.6;6.9;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.3;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-906;;;;;;;;;;;;;;;;;;;;
ALUNO-907;;;;;;;;;;;;;;;;;;;;
ALUNO-908;;;;;;;;;;;;;;;;;;;;
ALUNO-909;;;;;;;;;;;;;;;;;;;;
ALUNO-910;;;;;;;;;;;;;;;;;;;;
ALUNO-911;;;;;;;;;;;;;;;;;;;;
ALUNO-912;2.0;I;Escola Pública;Ingressante;Ametista;7.896;8.5;9.2;7.5;5.6;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.0;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-913;0.0;M;Escola Pública;Ingressante;Ametista;7.906;8.0;10.0;7.5;5.4;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-914;;;;;;;;;;;;;;;;;;;;
ALUNO-915;;;;;;;;;;;;;;;;;;;;
ALUNO-916;3.0;C;Escola Pública;Veterano;Ágata;6.435;7.1;5.8;7.5;4.7;8.1;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não;7.8;5.0;Nível 4 (9o ano);-1.0
ALUNO-917;;;;;;;;;;;;;;;;;;;;
ALUNO-918;;;;;;;;;;;;;;;;;;;;
ALUNO-919;;;;;;;;;;;;;;;;;;;;
ALUNO-920;;;;;;;;;;;;;;;;;;;;
ALUNO-921;3.0;F;Escola Pública;Veterano;Ametista;8.215;9.2;10.0;5.6;7.7;7.9;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;9.6;5.0;Nível 4 (9o ano);-1.0
ALUNO-922;;;;;;;;;;;;;;;;;;;;
ALUNO-923;;;;;;;;;;;;;;;;;;;;
ALUNO-924;;;;;;;;;;;;;;;;;;;;
ALUNO-925;3.0;G;Rede Decisão;Veterano;Ametista;7.751;8.3;7.2;7.5;6.0;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.6;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-926;;;;;;;;;;;;;;;;;;;;
ALUNO-927;;;;;;;;;;;;;;;;;;;;
ALUNO-928;4.0;F;Escola Pública;Veterano;Quartzo;4.788;7.5;1.7;6.9;3.3;6.7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;3.5;10.0;Nível 4 (9o ano);0.0
ALUNO-929;4.0;L;Escola Pública;Veterano;Ágata;5.636;5.8;5.6;0.0;6.4;8.3;Promovido de Fase;Promovido de Fase;Não avaliado;Promovido de Fase;Não;6.7;5.0;Nível 5 (1o EM);-1.0
ALUNO-930;;;;;;;;;;;;;;;;;;;;
ALUNO-931;;;;;;;;;;;;;;;;;;;;
ALUNO-932;;;;;;;;;;;;;;;;;;;;
ALUNO-933;;;;;;;;;;;;;;;;;;;;
ALUNO-934;7.0;A;Escola Pública;Veterano;Quartzo;5.143;8.8;4.2;0.0;2.0;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Mantido na Fase atual;Não;6.3;10.0;Nível 7 (3o EM);0.0
ALUNO-935;3.0;H;Escola Pública;Ingressante;Quartzo;5.504;8.3;3.9;6.9;5.3;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.4;5.0;Nível 4 (9o ano);-1.0
ALUNO-936;2.0;D;Escola Pública;Veterano;Ágata;6.450;7.0;6.3;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.0;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-937;1.0;N;Escola Pública;Veterano;Ametista;7.167;8.5;7.9;7.5;4.2;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-938;;;;;;;;;;;;;;;;;;;;
ALUNO-939;;;;;;;;;;;;;;;;;;;;
ALUNO-940;0.0;M;Escola Pública;Veterano;Ágata;5.663;9.5;8.3;5.0;4.3;2.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.7;5.0;Nível 1 (4o ano);-1.0
ALUNO-941;3.0;C;Escola Pública;Veterano;Topázio;8.761;9.6;9.4;7.5;7.5;8.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;8.9;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-942;;;;;;;;;;;;;;;;;;;;
ALUNO-943;;;;;;;;;;;;;;;;;;;;
ALUNO-944;;;;;;;;;;;;;;;;;;;;
ALUNO-945;1.0;G;Escola Pública;Veterano;Ametista;7.765;8.5;8.8;7.5;7.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-946;0.0;T;Escola Pública;Ingressante;Topázio;8.821;9.5;10.0;7.5;6.9;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-947;2.0;K;Escola Pública;Veterano;Quartzo;4.176;0.0;4.2;6.9;1.9;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-948;;;;;;;;;;;;;;;;;;;;
ALUNO-949;3.0;A;Escola Pública;Ingressante;Quartzo;4.442;9.2;2.8;7.5;1.8;5.8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;3.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-950;;;;;;;;;;;;;;;;;;;;
ALUNO-951;;;;;;;;;;;;;;;;;;;;
ALUNO-952;;;;;;;;;;;;;;;;;;;;
ALUNO-953;5.0;B;Rede Decisão;Veterano;Ametista;7.138;8.3;6.7;6.9;6.0;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;6.7;10.0;Nível 5 (1o EM);0.0
ALUNO-954;2.0;G;Rede Decisão;Veterano;Quartzo;4.617;0.0;4.2;5.6;4.3;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-955;;;;;;;;;;;;;;;;;;;;
ALUNO-956;;;;;;;;;;;;;;;;;;;;
ALUNO-957;0.0;Q;Escola Pública;Ingressante;Quartzo;5.054;8.5;0.0;7.5;4.0;6.9;Não avaliado;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.3;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-958;;;;;;;;;;;;;;;;;;;;
ALUNO-959;7.0;A;Escola Pública;Veterano;Ametista;7.698;9.2;8.6;6.9;5.4;8.0;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Não;7.5;10.0;Nível 7 (3o EM);0.0
ALUNO-960;5.0;B;Escola Pública;Ingressante;Ametista;7.331;8.3;7.2;7.5;6.7;8.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.2;5.0;Nível 6 (2o EM);-1.0
ALUNO-961;;;;;;;;;;;;;;;;;;;;
ALUNO-962;;;;;;;;;;;;;;;;;;;;
ALUNO-963;3.0;B;Rede Decisão;Veterano;Ametista;7.544;9.2;6.9;5.6;6.6;7.3;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.1;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-964;;;;;;;;;;;;;;;;;;;;
ALUNO-965;;;;;;;;;;;;;;;;;;;;
ALUNO-966;2.0;H;Escola Pública;Veterano;Quartzo;3.663;8.5;1.3;4.4;2.1;5.0;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;3.5;5.0;Nível 4 (9o ano);-2.0
ALUNO-967;;;;;;;;;;;;;;;;;;;;
ALUNO-968;3.0;D;Escola Pública;Ingressante;Ametista;7.629;8.8;6.1;7.5;6.9;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.4;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-969;2.0;I;Escola Pública;Veterano;Quartzo;2.860;7.9;0.4;5.6;0.0;4.1;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não avaliado;Não;2.6;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-970;2.0;I;Escola Pública;Veterano;Ágata;5.833;8.5;5.4;7.5;2.9;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-971;0.0;O;Escola Pública;Ingressante;Ágata;6.354;8.5;5.0;7.5;3.2;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.8;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-972;;;;;;;;;;;;;;;;;;;;
ALUNO-973;;;;;;;;;;;;;;;;;;;;
ALUNO-974;1.0;R;Escola Pública;Veterano;Ametista;7.013;9.0;8.8;5.6;4.6;8.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.7;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-975;0.0;T;Escola Pública;Ingressante;Ametista;8.013;10.0;8.3;7.5;6.8;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;5.0;Nível 1 (4o ano);-1.0
ALUNO-976;;;;;;;;;;;;;;;;;;;;
ALUNO-977;1.0;B;Escola Pública;Ingressante;Ágata;6.025;8.5;7.9;7.5;2.1;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.8;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-978;;;;;;;;;;;;;;;;;;;;
ALUNO-979;2.0;N;Escola Pública;Veterano;Ametista;7.976;9.0;6.7;7.5;7.3;8.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-980;0.0;M;Escola Pública;Ingressante;Ametista;7.473;10.0;10.0;7.5;5.9;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.6;5.0;Nível 1 (4o ano);-1.0
ALUNO-981;;;;;;;;;;;;;;;;;;;;
ALUNO-982;;;;;;;;;;;;;;;;;;;;
ALUNO-983;;;;;;;;;;;;;;;;;;;;
ALUNO-984;;;;;;;;;;;;;;;;;;;;
ALUNO-985;;;;;;;;;;;;;;;;;;;;
ALUNO-986;0.0;Q;Escola Pública;Ingressante;Ágata;6.283;7.8;10.0;7.5;5.3;2.5;Alocado em Fase anterior;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.8;5.0;Nível 1 (4o ano);-1.0
ALUNO-987;;;;;;;;;;;;;;;;;;;;
ALUNO-988;0.0;Q;Escola Pública;Ingressante;Ágata;6.750;9.5;6.7;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.8;5.0;Nível 1 (4o ano);-1.0
ALUNO-989;4.0;A;Escola Pública;Veterano;Ametista;6.899;9.2;7.8;7.5;5.9;8.4;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7.0;2.5;Nível 8 (UniversitÃ¡rios);-4.0
ALUNO-990;6.0;C;Rede Decisão;Veterano;Ametista;7.903;9.2;6.9;7.5;7.7;7.8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;10.0;Nível 6 (2o EM);0.0
ALUNO-991;6.0;A;Rede Decisão;Veterano;Ametista;7.694;7.9;7.8;7.5;6.5;8.0;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.5;10.0;Nível 6 (2o EM);0.0
ALUNO-992;;;;;;;;;;;;;;;;;;;;
ALUNO-993;;;;;;;;;;;;;;;;;;;;
ALUNO-994;2.0;B;Escola Pública;Veterano;Ametista;7.892;9.0;8.3;6.3;6.8;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.0;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-995;4.0;G;Rede Decisão;Ingressante;Ametista;8.014;9.2;8.9;6.3;8.2;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.6;5.0;Nível 5 (1o EM);-1.0
ALUNO-996;;;;;;;;;;;;;;;;;;;;
ALUNO-997;;;;;;;;;;;;;;;;;;;;
ALUNO-998;;;;;;;;;;;;;;;;;;;;
ALUNO-999;3.0;J;Escola Pública;Ingressante;Ágata;6.429;9.6;5.0;7.5;4.3;7.7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.5;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1000;;;;;;;;;;;;;;;;;;;;
ALUNO-1001;1.0;R;Escola Pública;Veterano;Quartzo;4.125;9.5;2.1;7.5;0.0;6.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.4;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1002;5.0;A;Escola Pública;Veterano;Ágata;6.880;7.1;7.8;7.5;6.1;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;6.9;5.0;Nível 7 (3o EM);-2.0
ALUNO-1003;3.0;M;Escola Pública;Veterano;Ágata;5.815;8.8;5.8;6.3;3.4;6.9;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.4;5.0;Nível 4 (9o ano);-1.0
ALUNO-1004;;;;;;;;;;;;;;;;;;;;
ALUNO-1005;1.0;E;Escola Pública;Veterano;Ametista;8.183;9.5;10.0;7.5;7.8;8.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.8;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1006;;;;;;;;;;;;;;;;;;;;
ALUNO-1007;;;;;;;;;;;;;;;;;;;;
ALUNO-1008;;;;;;;;;;;;;;;;;;;;
ALUNO-1009;;;;;;;;;;;;;;;;;;;;
ALUNO-1010;5.0;B;Escola Pública;Ingressante;Topázio;8.544;9.2;9.7;7.5;8.8;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;9.0;5.0;Nível 6 (2o EM);-1.0
ALUNO-1011;5.0;A;Escola Pública;Ingressante;Topázio;8.531;8.8;9.4;7.5;8.7;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.5;5.0;Nível 6 (2o EM);-1.0
ALUNO-1012;;;;;;;;;;;;;;;;;;;;
ALUNO-1013;;;;;;;;;;;;;;;;;;;;
ALUNO-1014;;;;;;;;;;;;;;;;;;;;
ALUNO-1015;;;;;;;;;;;;;;;;;;;;
ALUNO-1016;3.0;B;Rede Decisão;Veterano;Ametista;8.088;8.3;7.5;7.5;7.7;7.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.7;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1017;;;;;;;;;;;;;;;;;;;;
ALUNO-1018;;;;;;;;;;;;;;;;;;;;
ALUNO-1019;;;;;;;;;;;;;;;;;;;;
ALUNO-1020;;;;;;;;;;;;;;;;;;;;
ALUNO-1021;5.0;F;Escola Pública;Veterano;Quartzo;3.080;0.0;3.9;0.0;0.0;5.9;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;3.5;10.0;Nível 5 (1o EM);0.0
ALUNO-1022;0.0;K;Escola Pública;Ingressante;Topázio;8.994;9.5;10.0;7.5;7.3;8.4;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;Não avaliado;Não avaliado;Sim;10.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1023;1.0;A;Escola Pública;Veterano;Ágata;6.771;9.0;7.1;7.5;6.9;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.3;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1024;2.0;B;Escola Pública;Veterano;Ametista;7.221;9.5;7.9;7.5;3.6;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1025;3.0;J;Escola Pública;Veterano;Quartzo;4.894;8.8;3.3;5.6;2.8;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;6.1;2.5;Nível 6 (2o EM);-3.0
ALUNO-1026;;;;;;;;;;;;;;;;;;;;
ALUNO-1027;;;;;;;;;;;;;;;;;;;;
ALUNO-1028;;;;;;;;;;;;;;;;;;;;
ALUNO-1029;2.0;J;Escola Pública;Veterano;Topázio;8.289;9.0;9.2;7.5;6.3;8.5;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.4;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1030;;;;;;;;;;;;;;;;;;;;
ALUNO-1031;0.0;M;Escola Pública;Ingressante;Ametista;7.767;8.5;8.3;7.5;6.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1032;;;;;;;;;;;;;;;;;;;;
ALUNO-1033;3.0;J;Rede Decisão;Veterano;Ametista;7.315;7.9;7.8;5.6;7.5;7.5;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 4 (9o ano);-1.0
ALUNO-1034;;;;;;;;;;;;;;;;;;;;
ALUNO-1035;;;;;;;;;;;;;;;;;;;;
ALUNO-1036;;;;;;;;;;;;;;;;;;;;
ALUNO-1037;;;;;;;;;;;;;;;;;;;;
ALUNO-1038;0.0;L;Escola Pública;Ingressante;Ametista;7.165;9.0;8.3;7.5;4.6;6.6;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.3;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1039;;;;;;;;;;;;;;;;;;;;
ALUNO-1040;2.0;J;Rede Decisão;Veterano;Ametista;7.946;9.0;9.6;4.4;7.8;8.8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1041;0.0;P;Escola Pública;Veterano;Ametista;7.375;9.5;8.3;5.0;6.3;8.1;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1042;;;;;;;;;;;;;;;;;;;;
ALUNO-1043;5.0;A;Rede Decisão;Veterano;Topázio;8.909;8.8;9.2;7.5;8.2;8.6;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.8;10.0;Nível 4 (9o ano);1.0
ALUNO-1044;;;;;;;;;;;;;;;;;;;;
ALUNO-1045;;;;;;;;;;;;;;;;;;;;
ALUNO-1046;;;;;;;;;;;;;;;;;;;;
ALUNO-1047;2.0;B;Escola Pública;Veterano;Ametista;7.821;7.5;9.6;6.9;8.2;7.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.0;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1048;;;;;;;;;;;;;;;;;;;;
ALUNO-1049;7.0;A;Rede Decisão;Veterano;Ametista;7.891;8.3;7.5;5.6;7.6;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;8.3;10.0;Nível 7 (3o EM);0.0
ALUNO-1050;;;;;;;;;;;;;;;;;;;;
ALUNO-1051;1.0;B;Rede Decisão;Veterano;Quartzo;4.976;7.4;7.1;4.4;3.3;3.8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1052;7.0;A;Rede Decisão;Veterano;Topázio;8.252;8.3;8.1;6.9;7.9;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não;8.6;10.0;Nível 7 (3o EM);0.0
ALUNO-1053;;;;;;;;;;;;;;;;;;;;
ALUNO-1054;;;;;;;;;;;;;;;;;;;;
ALUNO-1055;;;;;;;;;;;;;;;;;;;;
ALUNO-1056;;;;;;;;;;;;;;;;;;;;
ALUNO-1057;;;;;;;;;;;;;;;;;;;;
ALUNO-1058;;;;;;;;;;;;;;;;;;;;
ALUNO-1059;0.0;R;Escola Pública;Ingressante;Topázio;8.923;9.0;10.0;7.5;7.3;8.4;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não avaliado;Não avaliado;Sim;9.8;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1060;1.0;G;Escola Pública;Veterano;Topázio;8.342;9.0;9.6;7.5;7.4;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;9.8;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1061;;;;;;;;;;;;;;;;;;;;
ALUNO-1062;;;;;;;;;;;;;;;;;;;;
ALUNO-1063;;;;;;;;;;;;;;;;;;;;
ALUNO-1064;0.0;I;Escola Pública;Veterano;Ametista;7.533;9.0;10.0;6.3;6.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.9;5.0;Nível 1 (4o ano);-1.0
ALUNO-1065;5.0;B;Rede Decisão;Veterano;Ametista;7.661;7.5;8.1;7.5;7.3;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.5;5.0;Nível 6 (2o EM);-1.0
ALUNO-1066;;;;;;;;;;;;;;;;;;;;
ALUNO-1067;3.0;C;Escola Pública;Veterano;Ametista;7.676;8.8;8.1;7.5;6.2;8.5;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;9.2;5.0;Nível 5 (1o EM);-2.0
ALUNO-1068;3.0;C;Escola Pública;Veterano;Ametista;7.800;8.8;8.1;7.5;7.0;8.3;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;9.1;5.0;Nível 5 (1o EM);-2.0
ALUNO-1069;;;;;;;;;;;;;;;;;;;;
ALUNO-1070;2.0;B;Rede Decisão;Veterano;Ametista;7.392;8.5;6.7;7.5;7.6;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.4;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1071;5.0;L;Escola Pública;Veterano;Ametista;7.070;8.3;8.1;6.9;6.0;8.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;7.2;5.0;Nível 7 (3o EM);-2.0
ALUNO-1072;;;;;;;;;;;;;;;;;;;;
ALUNO-1073;1.0;F;Escola Pública;Veterano;Ágata;6.764;9.5;5.0;7.5;4.2;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.3;10.0;Nível 1 (4o ano);0.0
ALUNO-1074;1.0;A;Escola Pública;Veterano;Quartzo;4.925;7.9;3.8;7.5;0.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.4;10.0;Nível 1 (4o ano);0.0
ALUNO-1075;;;;;;;;;;;;;;;;;;;;
ALUNO-1076;1.0;F;Escola Pública;Veterano;Ametista;7.558;10.0;8.8;7.5;6.4;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.5;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1077;1.0;C;Escola Pública;Veterano;Quartzo;4.414;8.0;3.3;7.5;0.4;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1078;;;;;;;;;;;;;;;;;;;;
ALUNO-1079;;;;;;;;;;;;;;;;;;;;
ALUNO-1080;4.0;F;Escola Pública;Ingressante;Ágata;5.783;7.5;3.6;7.5;3.5;7.2;Promovido de Fase;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não;5.7;10.0;Nível 4 (9o ano);0.0
ALUNO-1081;;;;;;;;;;;;;;;;;;;;
ALUNO-1082;;;;;;;;;;;;;;;;;;;;
