NOME;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021
ALUNO-1256;;;;;;;;;;;;;;;;;;;;
ALUNO-1257;1.0;N;Escola Pública;Ingressante;Ametista;8.090;8.0;9.6;7.5;8.0;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1258;;;;;;;;;;;;;;;;;;;;
ALUNO-1259;5.0;A;Escola Pública;Veterano;Ametista;7.223;8.8;8.3;7.5;5.7;7.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;7.5;5.0;Nível 7 (3o EM);-2.0
ALUNO-1260;;;;;;;;;;;;;;;;;;;;
ALUNO-1261;3.0;B;Escola Pública;Veterano;Ágata;5.956;9.2;5.3;7.5;4.9;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1262;;;;;;;;;;;;;;;;;;;;
ALUNO-1263;;;;;;;;;;;;;;;;;;;;
ALUNO-1264;1.0;R;Escola Pública;Ingressante;Quartzo;4.586;8.0;1.7;7.5;3.1;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1265;0.0;M;Escola Pública;Ingressante;Quartzo;4.808;6.3;4.2;7.5;3.4;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;4.6;5.0;Nível 1 (4o ano);-1.0
ALUNO-1266;2.0;J;Escola Pública;Ingressante;Quartzo;4.824;9.0;5.0;5.0;1.1;5.2;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.9;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1267;;;;;;;;;;;;;;;;;;;;
ALUNO-1268;2.0;I;Escola Pública;Veterano;Ágata;6.078;8.5;5.4;7.5;4.5;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.2;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1269;4.0;L;Rede Decisão;Veterano;Ametista;7.835;9.2;6.9;7.5;6.8;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;8.0;10.0;Nível 4 (9o ano);0.0
ALUNO-1270;0.0;R;Escola Pública;Ingressante;Ametista;7.565;8.0;8.3;7.5;7.0;7.8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1271;;;;;;;;;;;;;;;;;;;;
ALUNO-1272;2.0;R;Escola Pública;Veterano;Ametista;7.292;9.0;7.9;6.3;6.7;8.1;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.7;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1273;;;;;;;;;;;;;;;;;;;;
ALUNO-1274;6.0;A;Escola Pública;Veterano;Ágata;5.728;10.0;7.2;2.5;4.0;4.6;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;6.3;5.0;Nível 8 (UniversitÃ¡rios);-2.0
ALUNO-1275;4.0;G;Escola Pública;Veterano;Ágata;6.800;7.5;6.4;6.3;7.1;8.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;7.1;5.0;Nível 5 (1o EM);-1.0
ALUNO-1276;0.0;S;Escola Pública;Ingressante;Topázio;8.431;9.5;10.0;7.5;5.3;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.5;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1277;;;;;;;;;;;;;;;;;;;;
ALUNO-1278;0.0;S;Escola Pública;Ingressante;Ametista;7.873;10.0;8.3;7.5;6.9;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.3;5.0;Nível 1 (4o ano);-1.0
ALUNO-1279;;;;;;;;;;;;;;;;;;;;
ALUNO-1280;;;;;;;;;;;;;;;;;;;;
ALUNO-1281;;;;;;;;;;;;;;;;;;;;
ALUNO-1282;;;;;;;;;;;;;;;;;;;;
ALUNO-1283;2.0;J;Escola Pública;Veterano;Topázio;8.489;7.4;10.0;8.1;6.6;8.5;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.8;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1284;;;;;;;;;;;;;;;;;;;;
ALUNO-1285;2.0;M;Escola Pública;Veterano;Ametista;7.543;9.0;8.3;6.9;5.9;8.1;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.9;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1286;;;;;;;;;;;;;;;;;;;;
ALUNO-1287;;;;;;;;;;;;;;;;;;;;
ALUNO-1288;2.0;N;Escola Pública;Veterano;Ágata;6.489;9.5;4.6;7.5;3.2;8.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.1;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1289;3.0;G;Escola Pública;Veterano;Quartzo;4.740;7.9;1.1;7.5;4.0;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.9;5.0;Nível 5 (1o EM);-2.0
ALUNO-1290;2.0;L;Rede Decisão;Veterano;Topázio;8.418;7.5;7.9;7.5;9.2;8.8;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não;8.1;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1291;0.0;T;Escola Pública;Ingressante;Topázio;8.371;9.5;10.0;7.5;7.1;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;5.0;Nível 1 (4o ano);-1.0
ALUNO-1292;4.0;E;Escola Pública;Ingressante;Ágata;5.755;10.0;3.9;7.5;2.8;7.2;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.8;10.0;Nível 4 (9o ano);0.0
ALUNO-1293;1.0;N;Escola Pública;Ingressante;Topázio;8.385;10.0;8.8;7.5;5.8;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.6;10.0;Nível 1 (4o ano);0.0
ALUNO-1294;5.0;B;Escola Pública;Ingressante;Ametista;8.133;8.8;7.8;7.5;7.9;8.4;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.6;10.0;Nível 5 (1o EM);0.0
ALUNO-1295;0.0;Q;Escola Pública;Ingressante;Ágata;6.885;8.0;5.8;7.5;5.0;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.3;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1296;;;;;;;;;;;;;;;;;;;;
ALUNO-1297;1.0;B;Escola Pública;Ingressante;Topázio;8.644;10.0;10.0;7.5;7.0;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;10.0;Nível 1 (4o ano);0.0
ALUNO-1298;1.0;R;Escola Pública;Veterano;Quartzo;5.049;9.5;3.3;7.5;2.0;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.1;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1299;3.0;D;Escola Pública;Ingressante;Ametista;7.246;6.7;7.2;7.5;7.6;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1300;0.0;Q;Escola Pública;Ingressante;Topázio;8.681;7.5;10.0;7.5;6.7;8.4;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1301;;;;;;;;;;;;;;;;;;;;
ALUNO-1302;6.0;C;Escola Pública;Veterano;Ametista;7.336;8.8;8.6;7.5;5.7;8.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.8;5.0;Nível 7 (3o EM);-1.0
ALUNO-1303;;;;;;;;;;;;;;;;;;;;
ALUNO-1304;;;;;;;;;;;;;;;;;;;;
ALUNO-1305;;;;;;;;;;;;;;;;;;;;
ALUNO-1306;0.0;Q;Escola Pública;Ingressante;Ametista;7.490;8.5;6.7;7.5;5.2;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1307;2.0;H;Escola Pública;Veterano;Ametista;7.332;8.5;6.3;7.5;5.4;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.2;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1308;;;;;;;;;;;;;;;;;;;;
ALUNO-1309;;;;;;;;;;;;;;;;;;;;
ALUNO-1310;;;;;;;;;;;;;;;;;;;;
ALUNO-1311;4.0;A;Escola Pública;Veterano;Ágata;6.535;6.7;5.6;7.5;5.8;7.7;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;7.9;5.0;Nível 5 (1o EM);-1.0
ALUNO-1312;1.0;C;Escola Pública;Ingressante;Ametista;7.039;9.0;8.8;7.5;2.7;8.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.9;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1313;2.0;F;Escola Pública;Veterano;Quartzo;2.735;0.0;1.3;4.4;0.4;6.6;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;5.3;2.5;Nível 5 (1o EM);-3.0
ALUNO-1314;1.0;J;Escola Pública;Veterano;Ametista;8.019;8.5;9.6;7.5;7.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.9;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1315;;;;;;;;;;;;;;;;;;;;
ALUNO-1316;1.0;E;Escola Pública;Veterano;Topázio;8.881;10.0;9.6;7.5;7.8;8.8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.9;10.0;Nível 1 (4o ano);0.0
ALUNO-1317;1.0;R;Escola Pública;Veterano;Ametista;7.413;7.4;8.3;7.5;6.4;8.1;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1318;;;;;;;;;;;;;;;;;;;;
ALUNO-1319;;;;;;;;;;;;;;;;;;;;
ALUNO-1320;;;;;;;;;;;;;;;;;;;;
ALUNO-1321;;;;;;;;;;;;;;;;;;;;
ALUNO-1322;1.0;C;Escola Pública;Veterano;Ametista;7.476;9.5;9.2;7.5;4.8;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.4;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1323;0.0;S;Escola Pública;Ingressante;Topázio;8.806;9.5;10.0;7.5;6.9;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.8;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1324;1.0;N;Escola Pública;Ingressante;Ágata;6.374;10.0;6.7;7.5;3.0;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.9;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1325;;;;;;;;;;;;;;;;;;;;
ALUNO-1326;;;;;;;;;;;;;;;;;;;;
ALUNO-1327;;;;;;;;;;;;;;;;;;;;
ALUNO-1328;;;;;;;;;;;;;;;;;;;;
ALUNO-1329;;;;;;;;;;;;;;;;;;;;
ALUNO-1330;1.0;E;Escola Pública;Ingressante;Quartzo;4.940;0.0;4.6;7.5;2.3;8.4;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;7.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1331;1.0;R;Escola Pública;Veterano;Ágata;5.787;0.0;9.2;3.1;3.3;8.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1332;;;;;;;;;;;;;;;;;;;;
ALUNO-1333;;;;;;;;;;;;;;;;;;;;
ALUNO-1334;;;;;;;;;;;;;;;;;;;;
ALUNO-1335;;;;;;;;;;;;;;;;;;;;
ALUNO-1336;4.0;A;Escola Pública;Veterano;Ametista;7.310;7.1;7.2;5.0;8.5;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;8.5;5.0;Nível 5 (1o EM);-1.0
ALUNO-1337;;;;;;;;;;;;;;;;;;;;
ALUNO-1338;5.0;B;Escola Pública;Ingressante;Ametista;6.913;8.8;6.4;7.5;5.8;8.4;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;7.5;5.0;Nível 6 (2o EM);-1.0
ALUNO-1339;;;;;;;;;;;;;;;;;;;;
ALUNO-1340;;;;;;;;;;;;;;;;;;;;
ALUNO-1341;1.0;R;Escola Pública;Veterano;Ametista;7.196;9.5;9.2;3.1;5.5;8.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.3;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1342;;;;;;;;;;;;;;;;;;;;
ALUNO-1343;1.0;B;Escola Pública;Veterano;Topázio;8.358;9.0;8.8;7.5;7.4;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.7;10.0;Nível 1 (4o ano);0.0
ALUNO-1344;;;;;;;;;;;;;;;;;;;;
ALUNO-1345;0.0;T;Escola Pública;Ingressante;Topázio;8.583;9.0;10.0;7.5;5.9;8.1;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;9.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1346;;;;;;;;;;;;;;;;;;;;
ALUNO-1347;2.0;N;Escola Pública;Veterano;Ágata;6.682;7.9;5.0;7.5;4.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.2;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1348;1.0;C;Escola Pública;Ingressante;Quartzo;2.942;0.0;1.3;7.5;0.0;6.3;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;4.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1349;;;;;;;;;;;;;;;;;;;;
ALUNO-1350;3.0;F;Escola Pública;Veterano;Quartzo;5.193;10.0;3.6;7.5;0.7;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.5;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1351;;;;;;;;;;;;;;;;;;;;
ALUNO-1352;3.0;F;Escola Pública;Veterano;Ágata;5.742;7.1;5.0;7.5;5.1;7.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.5;2.5;Nível 6 (2o EM);-3.0
ALUNO-1353;;;;;;;;;;;;;;;;;;;;
ALUNO-1354;;;;;;;;;;;;;;;;;;;;
ALUNO-1355;0.0;S;Escola Pública;Ingressante;Ametista;7.442;8.0;8.3;7.5;6.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.0;5.0;Nível 1 (4o ano);-1.0
ALUNO-1356;0.0;O;Escola Pública;Ingressante;Ametista;7.438;9.0;8.3;7.5;5.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1357;;;;;;;;;;;;;;;;;;;;
ALUNO-1358;;;;;;;;;;;;;;;;;;;;
ALUNO-1359;;;;;;;;;;;;;;;;;;;;
ALUNO-1360;0.0;S;Escola Pública;Ingressante;Ágata;5.888;9.0;5.0;7.5;3.4;7.5;Mantido na Fase atual;Não avaliado;Não avaliado;Não avaliado;Não;6.5;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1361;;;;;;;;;;;;;;;;;;;;
ALUNO-1362;1.0;A;Escola JP II;Veterano;Quartzo;3.754;6.3;2.1;6.3;2.4;4.4;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;3.3;5.0;Nível 3 (7o e 8o ano);-2.0
ALUNO-1363;5.0;F;Escola Pública;Veterano;Quartzo;4.494;4.6;3.3;5.0;4.8;5.9;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;4.0;5.0;Nível 6 (2o EM);-1.0
ALUNO-1364;;;;;;;;;;;;;;;;;;;;
ALUNO-1365;;;;;;;;;;;;;;;;;;;;
ALUNO-1366;2.0;I;Escola Pública;Veterano;Ágata;6.783;8.5;6.3;6.9;6.1;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.7;5.0;Nível 4 (9o ano);-2.0
ALUNO-1367;;;;;;;;;;;;;;;;;;;;
ALUNO-1368;;;;;;;;;;;;;;;;;;;;
ALUNO-1369;;;;;;;;;;;;;;;;;;;;
ALUNO-1370;1.0;C;Escola Pública;Veterano;Ametista;7.082;8.5;7.5;6.3;6.4;6.9;Alocado em Fase anterior;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.2;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1371;;;;;;;;;;;;;;;;;;;;
ALUNO-1372;2.0;A;Rede Decisão;Veterano;Topázio;9.163;10.0;10.0;5.0;9.4;8.5;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.7;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1373;0.0;J;Escola Pública;Veterano;Ágata;6.633;10.0;6.7;7.5;5.3;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1374;2.0;D;Escola Pública;Veterano;Ametista;7.396;9.0;7.9;7.5;6.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1375;2.0;R;Escola Pública;Veterano;Quartzo;3.868;9.5;1.7;5.0;0.0;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;4.3;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1376;;;;;;;;;;;;;;;;;;;;
ALUNO-1377;;;;;;;;;;;;;;;;;;;;
ALUNO-1378;;;;;;;;;;;;;;;;;;;;
ALUNO-1379;;;;;;;;;;;;;;;;;;;;
ALUNO-1380;;;;;;;;;;;;;;;;;;;;
ALUNO-1381;0.0;M;Escola Pública;Ingressante;Ametista;6.942;9.0;5.8;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.0;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1382;;;;;;;;;;;;;;;;;;;;
ALUNO-1383;;;;;;;;;;;;;;;;;;;;
ALUNO-1384;;;;;;;;;;;;;;;;;;;;
ALUNO-1385;2.0;P;Escola Pública;Veterano;Ametista;8.046;9.5;6.3;7.5;8.5;9.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Sim;10.0;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1386;0.0;N;Escola Pública;Ingressante;Ágata;5.615;9.5;4.2;7.5;2.8;7.8;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1387;3.0;B;Escola Pública;Veterano;Quartzo;5.348;8.3;3.6;7.5;1.3;7.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5.1;10.0;Nível 3 (7o e 8o ano);0.0
ALUNO-1388;5.0;B;Escola Pública;Ingressante;Quartzo;5.336;8.3;4.7;0.0;5.3;7.9;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Não;6.0;5.0;Nível 7 (3o EM);-2.0
ALUNO-1389;;;;;;;;;;;;;;;;;;;;
ALUNO-1390;;;;;;;;;;;;;;;;;;;;
ALUNO-1391;2.0;D;Escola Pública;Veterano;Quartzo;5.479;7.8;2.9;7.5;3.3;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.2;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1392;5.0;A;Rede Decisão;Veterano;Topázio;8.681;10.0;8.6;7.5;9.3;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.9;5.0;Nível 6 (2o EM);-1.0
ALUNO-1393;;;;;;;;;;;;;;;;;;;;
ALUNO-1394;;;;;;;;;;;;;;;;;;;;
ALUNO-1395;;;;;;;;;;;;;;;;;;;;
ALUNO-1396;2.0;J;Escola Pública;Veterano;Ágata;6.722;8.0;5.8;7.5;4.5;7.5;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6.8;10.0;Nível 2 (5o e 6o ano);0.0
ALUNO-1397;;;;;;;;;;;;;;;;;;;;
ALUNO-1398;6.0;A;Rede Decisão;Veterano;Ametista;7.872;7.9;7.5;7.5;7.9;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.2;5.0;Nível 7 (3o EM);-1.0
ALUNO-1399;1.0;E;Escola Pública;Veterano;Ametista;7.963;9.0;9.6;6.3;7.4;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.5;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1400;1.0;N;Escola Pública;Veterano;Quartzo;5.411;9.5;3.3;7.5;2.3;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.6;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1401;;;;;;;;;;;;;;;;;;;;
ALUNO-1402;;;;;;;;;;;;;;;;;;;;
ALUNO-1403;5.0;B;Escola Pública;Ingressante;Quartzo;4.600;8.3;2.8;7.5;0.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Não avaliado;Não;3.6;10.0;Nível 5 (1o EM);0.0
ALUNO-1404;;;;;;;;;;;;;;;;;;;;
ALUNO-1405;;;;;;;;;;;;;;;;;;;;
ALUNO-1406;;;;;;;;;;;;;;;;;;;;
ALUNO-1407;;;;;;;;;;;;;;;;;;;;
ALUNO-1408;;;;;;;;;;;;;;;;;;;;
ALUNO-1409;2.0;C;Escola Pública;Veterano;Ágata;6.842;8.5;6.3;6.9;6.6;7.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.5;5.0;Nível 4 (9o ano);-2.0
ALUNO-1410;1.0;N;Escola Pública;Veterano;Ametista;8.040;8.0;9.6;7.5;7.3;8.1;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9.1;5.0;Nível 2 (5o e 6o ano);-1.0
ALUNO-1411;;;;;;;;;;;;;;;;;;;;
ALUNO-1412;;;;;;;;;;;;;;;;;;;;
ALUNO-1413;0.0;P;Escola Pública;Veterano;Ágata;6.048;8.5;5.0;6.3;4.7;7.2;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.1;5.0;Nível 1 (4o ano);-1.0
ALUNO-1414;0.0;P;Escola Pública;Veterano;Ametista;6.917;9.5;5.8;7.5;6.5;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.5;5.0;Nível 2 (5o e 6o ano);-2.0
ALUNO-1415;3.0;C;Escola Pública;Ingressante;Quartzo;5.101;6.7;5.0;7.5;2.0;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.3;5.0;Nível 5 (1o EM);-2.0
ALUNO-1416;7.0;A;Escola Pública;Veterano;Ametista;7.738;8.3;9.7;5.6;8.3;7.8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.3;5.0;Nível 8 (UniversitÃ¡rios);-1.0
ALUNO-1417;2.0;B;Rede Decisão;Veterano;Ametista;7.908;8.5;9.2;7.5;7.9;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.3;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1418;0.0;N;Escola Pública;Ingressante;Ágata;6.042;9.0;8.3;0.0;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 1 (4o ano);-1.0
ALUNO-1419;;;;;;;;;;;;;;;;;;;;
ALUNO-1420;;;;;;;;;;;;;;;;;;;;
ALUNO-1421;0.0;P;Escola Pública;Veterano;Ágata;6.675;8.5;5.0;7.5;5.9;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.3;5.0;Nível 1 (4o ano);-1.0
ALUNO-1422;0.0;Q;Escola Pública;Ingressante;Topázio;8.665;9.5;10.0;7.5;7.3;7.8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.7;10.0;ALFA  (2o e 3o ano);0.0
ALUNO-1423;0.0;J;Escola Pública;Veterano;Topázio;8.263;10.0;10.0;7.5;7.1;7.5;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.3;5.0;Nível 1 (4o ano);-1.0
ALUNO-1424;;;;;;;;;;;;;;;;;;;;
ALUNO-1425;;;;;;;;;;;;;;;;;;;;
ALUNO-1426;6.0;A;Escola Pública;Veterano;Ametista;7.294;7.9;8.1;5.6;7.2;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.9;5.0;Nível 7 (3o EM);-1.0
ALUNO-1427;;;;;;;;;;;;;;;;;;;;
ALUNO-1428;2.0;I;Escola Pública;Veterano;Ágata;6.197;9.5;4.6;7.5;4.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 3 (7o e 8o ano);-1.0
ALUNO-1429;;;;;;;;;;;;;;;;;;;;
ALUNO-1430;;;;;;;;;;;;;;;;;;;;
ALUNO-1431;3.0;F;Escola Pública;Veterano;Ametista;7.106;9.2;6.7;7.5;6.3;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;7.9;5.0;Nível 4 (9o ano);-1.0
ALUNO-1432;;;;;;;;;;;;;;;;;;;;
ALUNO-1433;;;;;;;;;;;;;;;;;;;;
